Date,Time,Network,Content Type,Sent by,Post,Impressions,Potential Reach,Engagement Rate (per Impression),Engagements,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Other Post Clicks,Post Clicks (All),Post Media Clicks,Post Hashtag Clicks,Post Detail Expand Clicks,Profile Clicks,Other Engagements,Follows from Post,Unfollows from Post,Media Views
19/09/2022,10:00 AM,Twitter,Photo,Sophia Amuka,"Make it a date with us tomorrow at 10 am (WAT), at the Securities Lending webinar in collaboration with the Nigeria Exchange Limited.
Click https://t.co/PvGRHS68I7 to register.
#ITCANBE
#NGXSECURITIESLENDINGFORUM https://t.co/ir3t6Sm1iX","1,119","327,914",5.09%,57,6,18,2,0.36%,4,27,31,6,0,16,5,0,0,0,6
19/09/2022,1:00 PM,Twitter,Video,Sophia Amuka,"You can live the good life without worries.
#GoForLife with a Credit Life Insurance package from Stanbic IBTC.
To know more, please call 01 270 6801 or send an email to insure@stanbicibtc.com
#InsuranceCoverMe https://t.co/kDtnewjveA","1,247","327,891",2.89%,36,4,12,2,0,0,18,18,8,1,7,2,0,0,0,130
19/09/2022,3:00 PM,Twitter,Photo,Sophia Amuka,"Invest, invest, invest!
So, what are you investing in today?
#ITCANBE https://t.co/eTGz3fL8vR","2,513","326,369",2.71%,68,15,15,1,0,0,37,37,6,1,24,6,0,0,0,6
19/09/2022,5:00 PM,Twitter,Photo,Sophia Amuka,"Want to learn more about trade?
Follow this link to watch the 2022 Africa-China Expo on the Stanbic IBTC Events app. Download from your app store today - https://t.co/3mLQFoLbNR 
#AfricaChinaTradeExpo​​
#GoForGrowth​​
#ITCANBE https://t.co/jZiLtpEkHq","1,099","326,342",2.46%,27,2,9,0,0%,0,16,16,4,1,10,1,0,0,0,4
18/09/2022,10:00 AM,Twitter,Photo,Sophia Amuka,"What currency did you see first? 😁 
Let us know in the comments
#ITCANBE https://t.co/BhNNRWNgKj","17,839","330,496",6.64%,"1,184",126,287,18,0,0,750,750,527,13,169,41,3,3,0,527
18/09/2022,2:00 PM,Twitter,Video,Sophia Amuka,"Enjoy long term returns by investing in the Stanbic IBTC Infrastructure Fund.
Need more details? 
Send an email to SIIFinvestor-relations@stanbicibtc.com 
#ITCANBE
#GoForIt https://t.co/uPx1VbrKvx","1,409","326,251",1.42%,20,4,6,0,0,0,10,10,7,0,2,1,0,0,0,108
18/09/2022,5:00 PM,Twitter,Photo,Sophia Amuka,"….and the best part?
You can start with zero naira 😎 
Send an email to StartWithZero@stanbicibtc.com to begin.
#ITCANBE
#StartWithZero
#Stocks https://t.co/ZYb7akpElo","2,366","326,261",2.87%,68,13,12,0,0,0,43,43,17,1,21,4,0,0,0,17
17/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Get access to the financial aid you need today, to get things working. 
We have a buffet of loans for you to choose from. 
Just click https://t.co/4sOaHzUBQr  to begin
#ITCANBE https://t.co/qqWNBZFbrY","1,175","327,463",4.09%,48,6,7,1,1.45%,17,17,34,9,0,7,1,0,0,0,9
17/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"Relieve your customers of the stress that comes with failed transactions by using the Stanbic IBTC POS for your business.
Visit https://t.co/M1S80ImRPE to get started.
#ITCANBE https://t.co/qDwwZyDupm","1,015","326,161",3.35%,34,5,10,0,0.10%,1,18,19,9,0,7,2,0,0,0,9
17/09/2022,3:13 PM,Twitter,Photo,Blessing Ubah,"To learn more about our environmental and social performance in 2022.
Visit https://t.co/4UctFGerM3 and click on ‘Sustainability Saturday’  to read our Sustainability report.
#SustainabilitywithStanbicIBTC
#ITCANBE https://t.co/WNAylh0BkH","1,229","327,506",2.77%,34,7,7,3,0.16%,2,15,17,7,0,8,0,0,0,0,7
17/09/2022,6:00 PM,Twitter,Photo,Sophia Amuka,"Be the best at running your business, we will take care of the rest. Let’s help you source bespoke corporate insurance deals so you can stay IN business even when issues occur. Visit https://t.co/nftd21cRMq  to get started now.  

#GoForIt
#ITCANBE https://t.co/1pGP847Zkk",957,"326,157",1.88%,18,1,5,0,0.21%,2,10,12,4,0,6,0,0,0,0,4
16/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Your money deserves to yield you good returns. Don’t you agree? 😉 
Send an email to CallMe@stanbicibtc.com for more details.​
#ITCANBE https://t.co/rpw6KWk9eP","1,001","326,012",1.90%,19,4,4,0,0,0,11,11,3,0,6,2,0,0,0,3
16/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"Around here, saving is gaining 😉 
2022 isn’t over yet, you can still earn extra money by simply saving.
Here is how. 
#Reward4Saving
#ITCANBE https://t.co/BoRREkC6kH","1,317","327,861",3.80%,50,8,8,1,0,0,33,33,11,3,14,5,0,0,0,11
16/09/2022,3:00 PM,Twitter,Photo,Sophia Amuka,"Here are the steps to open a Stanbic IBTC Stockbroking account on the Super App.  
#ITCANBE https://t.co/792pqrmOUs","1,428","328,750",5.25%,75,16,8,3,0,0,48,48,24,0,18,6,0,0,0,24
16/09/2022,6:00 PM,Twitter,Photo,Sophia Amuka,"Public service announcement!
We are about to get into the best part of the week, introducing…. ‘THE WEEKEND’ 💃 

#ITCANBE https://t.co/IiF27ybIu9","1,187","327,410",3.54%,42,9,6,1,0,0,26,26,7,0,15,4,0,0,0,7
15/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Over here, we always like to see win-win scenarios . 
Let’s walk you down the path of an extraordinary future. 
Click https://t.co/zGC6xxmLHe to switch to Stanbic IBTC Pension Managers

#ITCANBE
#GoForAnExtraordinaryFuture https://t.co/L0pxHMpjOn",928,"328,274",2.05%,19,5,1,2,0.32%,3,8,11,3,0,3,2,0,0,0,3
15/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"Just because we don’t want anything to happen to your money, so we thought to remind you that we will never ask you for your BVN, debit card pin or passwords.
#StayScamAlert
#ITCANBE https://t.co/YXNZ8DQN51","1,317","327,876",2.35%,31,1,6,2,0,0,22,22,5,2,12,3,0,0,1,5
15/09/2022,4:01 PM,Twitter,Video,Sophia Amuka,"Not all investment opportunities are good for your money, please be careful before investing.
Follow us on TikTok - @stanbicibtcng for more financial tips.
#ITCANBE https://t.co/vDq9YJYvmZ","1,377","327,229",3.70%,51,5,3,1,0,0,42,42,19,1,14,8,0,0,0,116
14/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"You can open a Stanbic IBTC Stockbroking account via our mobile app. It is very easy! Follow the steps and try it out. 
#ITCANBE https://t.co/g2AKMVjlvi","1,258","327,345",3.58%,45,8,7,2,0,0,28,28,17,1,9,1,0,0,0,17
14/09/2022,2:43 PM,Twitter,Photo,Sophia Amuka,"Have you ever been scared to take a loan, even though you needed it? 🤔 
Join the experts on Twitter Spaces, and let's have a conversation about the right and wrong ways to take a loan. Click https://t.co/yUNTDoZlHp to join.
Date: Wednesday, 21 September 2022
Time: 6pm
#ITCANBE https://t.co/LT9dymxES1","3,780","407,640",18.73%,708,526,37,6,1.38%,52,87,139,41,0,38,8,0,0,0,41
14/09/2022,5:40 PM,Twitter,Photo,Sophia Amuka,"If money was a person, what would you say to it?
Get the words rolling in the comments 😁 
#ITCANBE https://t.co/abvfNXljtD","1,965","327,222",3.41%,67,22,10,2,0,0,33,33,21,2,8,2,0,0,0,21
14/09/2022,6:42 PM,Twitter,Photo, ,"We participated in the 2022 Medic West Africa Conference and Exhibition. Speaking at the event,  Jane Ike-Okoli, Head, Specialised Sectors, Stanbic IBTC Bank, said ""There needs to be a stronger handshake between the banks and the healthcare sector."" https://t.co/1OFfjmo6bQ","1,266","327,218",4.50%,57,4,3,1,0,0,49,49,40,0,8,1,0,0,0,40
14/09/2022,8:00 PM,Twitter,Photo,Sophia Amuka,"This is a bit tricky but let’s see who gets the right answer first. 😁 
#ITCANBE https://t.co/9c7w1PR9vs","3,774","325,887",2.57%,97,14,14,0,0,0,69,69,31,0,31,7,0,0,0,31
13/09/2022,8:00 AM,Twitter,Photo,Sophia Amuka,"Do you know you can experience easy banking with our USSD code? 
Try it today! 
#ITCANBE https://t.co/YDKFEVUJjW","1,453","327,139",2.75%,40,9,6,1,0,0,24,24,8,0,8,8,0,0,0,8
13/09/2022,9:11 AM,Twitter,Photo,Sophia Amuka,"Today, join the 15th Edition of the Annual Banking and Finance Conference
Theme: ""Repositioning the Financial Services Industry for an Evolving Glocal Context"".
Time: 9:00am
Visit this link to register for free: https://t.co/MTecvO0Vvq

#ITCANBE https://t.co/OxpegbMoX7",810,"327,704",2.10%,17,5,3,1,0%,0,8,8,3,0,5,0,0,0,0,3
13/09/2022,11:00 AM,Twitter,Photo,Sophia Amuka,"Writing a valid Will is a necessary step in building your legacy and guarding your beneficiaries from challenges in your absence.
To know more about writing a Will, send an email to legacee@stanbicibtc.com.
#ITCANBE https://t.co/zxLA6bcj4d",747,"327,142",2.81%,21,4,2,1,0,0,14,14,12,1,0,1,0,0,0,12
13/09/2022,11:04 AM,Twitter,Photo,Sophia Amuka,"A world of opportunities awaits your business when you join the Stanbic IBTC Trade Club.
Click https://t.co/0cMLZWFoTz to begin.
#ITCANBE https://t.co/xcfs4hVNi1",845,"325,827",1.89%,16,6,1,0,0.24%,2,7,9,3,0,3,1,0,0,0,3
13/09/2022,12:39 PM,Twitter,Photo, ,"Do you know the mistakes people make when seeking for or even after collecting a loan? 🤔
Then, you shouldn't miss our Twitter Space conversations to find out more.  
Date: Wednesday, 21 September
Time: 6pm
#ITCANBE https://t.co/7Q5zaN3aA1","1,484","327,582",2.76%,41,10,7,2,0,0,22,22,12,2,8,0,0,0,0,12
13/09/2022,2:00 PM,Twitter,Photo,Sophia Amuka,"Still don't know about stocks and why you should invest? Let's help you out. Send an email to StartWithZero@stanbicibtc.com and we will guide you through the process!
#ITCANBE
#StartWithZero https://t.co/ZIAKPv8HPU","1,099","325,835",3%,33,8,4,0,0.09%,1,20,21,12,2,4,2,0,0,0,12
13/09/2022,6:00 PM,Twitter,Photo,Sophia Amuka,"What is securities lending, and what are its benefits?
Join the Securities Lending webinar in collaboration with the Nigeria Exchange Limited to know more.
Date: Tuesday 20 September 2022.
Time: 10 am (WAT)
Click https://t.co/PvGRHS68I7 to register.
#NGXSECURITIESLENDINGFORUM https://t.co/TwiPeQjfP4",776,"325,839",1.16%,9,2,1,0,0%,0,6,6,1,0,3,2,0,0,0,1
13/09/2022,7:00 PM,Twitter,Photo,Sophia Amuka,"Whatever you need, we’ve got it!
Download the Stanbic IBTC mobile app to view the full bouquet of loan options available to you.
#ITCANBE https://t.co/Itn7GDRV7X",990,"328,273",3.13%,31,9,2,1,0,0,19,19,12,0,4,3,0,0,0,12
12/09/2022,8:00 AM,Twitter,Photo,Sophia Amuka,"Anything worth doing is worth doing well.
Type YES if you agree.

#PowerUpMonday
#MotivationMonday
#ITCANBE https://t.co/XAbnGR5YTZ","1,382","325,771",2.89%,40,9,12,2,0,0,17,17,9,0,7,1,0,0,0,9
12/09/2022,10:31 AM,Twitter,Photo,Blessing Ubah,"Congratulations to our N100,000 prize winners in the #Reward4Saving August live draw! 💃🕺
This could be you next month 🤑
All you need to do is deposit N10,000 in a new or existing savings account or @ease wallet to qualify.

#ITCANBE https://t.co/2k8uQtbl9K",992,"327,067",6.45%,64,6,6,1,0,0,51,51,40,1,7,3,0,0,0,40
12/09/2022,11:00 AM,Twitter,Photo,Sophia Amuka,"Some powerful money affirmations to start out the week.
P.S- As you affirm, make sure you are taking the steps necessary to build and manage your wealth.
💙 💙 💙 

#ITCANBE https://t.co/qshzryhQeU","1,375","325,794",3.56%,49,14,8,1,0,0,26,26,13,0,9,4,0,0,0,13
12/09/2022,3:00 PM,Twitter,Photo,Sophia Amuka,"Get more insights about the Africa-China trade and discussion in promoting business growth.
Catch a replay of the sessions on the Stanbic IBTC Events app. Download from your app store today https://t.co/3mLQFoKDYj
#AfricaChinaTradeExpo​​
#GoForGrowth​​
#ITCANBE https://t.co/Bhn7TqqayB","1,157","325,777",0.95%,11,3,4,0,0%,0,4,4,1,1,1,1,0,0,0,1
12/09/2022,6:00 PM,Twitter,Video,Sophia Amuka,"Forgot password?
Reset it with these easy steps!
#ITCANBE https://t.co/60xosO4dlL","1,195","327,110",4.02%,48,5,4,1,0,0,38,38,30,1,5,2,0,0,0,102
11/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Get premium enjoyment for less when you pay with your Stanbic IBTC card at Rodinia Hotel, Asaba.

#ITCANBE https://t.co/JtO6xWd2CS","1,635","326,752",1.77%,29,8,4,2,0,0,15,15,5,0,5,5,0,0,0,5
11/09/2022,12:00 PM,Twitter,Text,Sophia Amuka,"Passing the phone to those making their money work for them by saving and investing.
We see you 👏 👏 

#ITCANBE","1,409","325,718",1.56%,22,7,6,0,0,0,9,9,0,0,6,3,0,0,0,0
11/09/2022,3:00 PM,Twitter,Video,Sophia Amuka,"Do you know that when you invest in the Stanbic IBTC Infrastructure Fund, you can make long term returns and also make positive social and economic impact while at it?
Need more details? 
Send an email to SIIFinvestor-relations@stanbicibtc.com 
#ITCANBE
#GoForIt https://t.co/AjqcwMqvtm","1,894","327,413",2.85%,54,8,7,2,0.11%,2,35,37,20,3,11,1,0,0,0,144
11/09/2022,6:00 PM,Twitter,Photo,Sophia Amuka,"We know they look cute in their uniforms and backpacks. But for your child's safety, avoid posting anything that can give away  much information about their schools. The streets are not smiling.
#StaySafe
#ITCANBE https://t.co/Smy6dZd6fs","1,648","331,852",3.40%,56,19,3,5,0.06%,1,28,29,15,0,9,4,0,0,0,15
10/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"You can have a ‘celebration of life’ in style without accruing debts along the way if you let us help you broker an insurance plan that will cover the expenses of a burial owambe for Mom or Dad easily. 
Visit https://t.co/HHqcXjkSrH to get started. 
#ITCANBE https://t.co/pXWYDODojK","1,678","348,245",11.20%,188,133,24,1,0%,0,30,30,10,0,13,7,0,0,0,10
10/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"Make life easy for your customers.
Use the Mastercard Payment Gateway Service from Stanbic IBTC!
Click https://t.co/7O18fGnHGC to get started.
#ITCANBE https://t.co/y3YREGGBBL",983,"325,644",3.76%,37,8,4,1,0.10%,1,23,24,5,0,13,5,0,0,0,5
10/09/2022,3:32 PM,Twitter,Text, ,I would be richer if I:,"1,818","326,992",9.79%,178,9,8,2,0,0,19,19,0,0,18,1,140,0,0,0
09/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Your assets don’t have to leave Nigeria even if you do 😉 
With the Stanbic IBTC Diaspora Account, you can keep making transactions from wherever you are in the world!

#ITCANBE https://t.co/0xb8KhdDmA","1,535","326,888",5.86%,90,16,12,6,0,0,56,56,10,1,34,11,0,0,0,11
09/09/2022,11:00 AM,Twitter,Photo,Sophia Amuka,"Building wealth isn’t rocket science, it’s about taking deliberate steps to get the life you want.
That figure in your mind? You can get it if you start investing today.
Visit https://t.co/oMGjCG03ED for the many investment options available to you.
#ITCANBE https://t.co/DxQtxJh60q","1,140","325,586",5.53%,63,14,10,3,0.53%,6,30,36,5,0,21,4,0,0,0,5
09/09/2022,5:00 PM,Twitter,Photo,Sophia Amuka,"New to the stock market?
Don’t go in blindly, follow these tips!
Send an email to CallMe@stanbicibtc.com for more details.
#ITCANBE https://t.co/qHR3CVL37Z","1,710","325,617",3.92%,67,10,13,2,0.06%,1,41,42,12,0,25,4,0,0,0,12
08/09/2022,9:21 AM,Twitter,Photo,Sophia Amuka,"Do you know the mistakes do people make when seeking for or even after collecting a loan? 🤔
Then, you shouldn't miss our Twitter Space conversations to find out more.  
Date: Wednesday, 21 September
Time: 6pm
#ITCANBE https://t.co/JwNYcqptQc","1,134","326,806",3.17%,36,8,4,1,0,0,23,23,5,0,14,4,0,0,0,5
08/09/2022,11:31 AM,Twitter,Photo,Sophia Amuka,"This International Literacy Day presents an opportunity to rethink the fundamental importance of literacy learning spaces to build resilience and ensure quality, equitable, and inclusive education for all.
#LiteracyDay https://t.co/DO63HmlPwz","1,131","325,497",1.50%,17,6,3,0,0,0,8,8,3,0,2,3,0,0,0,3
08/09/2022,2:05 PM,Twitter,Video,Sophia Amuka,"We see you, having sleepless nights, going the extra mile all for that dream.
We’ve got you all the way!
Click https://t.co/zGC6xxmdRG to get started.
#ITCANBE
#GoForAnExtraordinaryFuture https://t.co/FMNNWbvZjd",967,"327,854",4.45%,43,5,4,3,0.21%,2,29,31,12,0,7,10,0,0,0,94
08/09/2022,4:00 PM,Twitter,Text,Sophia Amuka,"Reading illuminates the mind 🤓 📖 📚 
What is the greatest life lesson you’ve gotten from a book?","2,836","325,521",2.19%,62,13,11,1,0,0,37,37,0,0,25,12,0,0,0,0
08/09/2022,6:38 PM,Twitter,Text, ,"Struggling with managing your money well?
Follow these tips 👇

(A THREAD)
#ITCANBE","2,343","328,598",2.05%,48,10,6,5,0,0,27,27,0,0,20,7,0,0,0,1
07/09/2022,8:49 AM,Twitter,Photo, ,"Another opportunity to grow your wealth is here 💃
The September offer for FGN Savings Bond is open. Hurry now and click https://t.co/WXY4xvS9J8 to get started.
#ITCANBE https://t.co/F3ki5mKdDk","1,122","325,755",5.35%,60,6,4,3,1.34%,15,32,47,16,0,7,9,0,0,0,16
07/09/2022,10:00 AM,Twitter,Photo,Sophia Amuka,"Are you a loyal saver? Money is about to flow 🤑 
We know you are excited! 😁 
Join us live on Facebook, Instagram, Twitter, YouTube and LinkedIn as new winners emerge in the #Reward4Saving2 live draw.
#ITCANBE https://t.co/izPDPBakLd","1,685","325,593",6.23%,105,14,9,2,0,0,80,80,24,20,17,19,0,0,0,24
07/09/2022,12:08 PM,Twitter,Photo,Sophia Amuka,"✋  if you believe retirement should be a sweet sail.
We believe in this too and we are ready to join you in making it happen.
#WealthWednesday
#ITCANBE https://t.co/eTHQ27qDgc","1,310","326,873",4.35%,57,7,1,2,0,0,47,47,35,2,5,5,0,0,0,35
07/09/2022,2:26 PM,Twitter,Link, ,Reward4Saving August Live Draw https://t.co/WEbFGXQgDS,"1,410","329,290",10.50%,148,12,9,3,3.83%,54,70,124,0,0,61,9,0,0,1,2
07/09/2022,4:00 PM,Twitter,Video,Sophia Amuka,"Stanbic IBTC monthly PMI down to 52.3, as private sector activity growth eases in August.
#ITCANBE
#PMI https://t.co/vKMqv2OLAS","1,074","325,508",1.58%,17,2,3,0,0,0,12,12,7,0,3,2,0,0,0,69
07/09/2022,5:00 PM,Twitter,Photo,Blessing Ubah,"It's the stage for the survival of the fittest. ⚽
It's only one trophy for one champion! 🏆
It's time to battle for the tickets to the Semi-Finals in the #HiFL2022.

#HiFLStanbicIBTC
#ITCANBE https://t.co/Q1Dx9akyGs","1,432","325,508",3.49%,50,7,8,0,0,0,35,35,19,4,9,3,0,0,0,19
06/09/2022,9:00 AM,Twitter,Photo,Sophia Amuka,"Enitan has always wanted to be in the spotlight and has tried all she could to achieve it.
Now, this is where we came to play as her retirement partner. 
Click https://t.co/zGC6xxmdRG to get started.

#GoForAnExtraordinaryFuture
#ITCANBE https://t.co/H5GBlj500X",512,"326,976",3.32%,17,4,1,2,0.39%,2,8,10,1,1,6,0,0,0,0,1
06/09/2022,10:28 AM,Twitter,Photo, ,"Start now! It’s not too late to finish the year stronger 💪 

#ITCANBE https://t.co/U47wbHxPsi","1,233","327,182",2.27%,28,11,5,1,0,0,11,11,2,0,9,0,0,0,0,2
06/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"In the next 24hours, loyal savers will be rewarded in the #Reward4Saving2 promo! 
💃 🕺 
Don’t miss out!

#ITCANBE https://t.co/hxuSbpHWst","1,068","327,006",5.99%,64,9,6,3,0,0,46,46,11,11,22,2,0,0,0,11
06/09/2022,2:00 PM,Twitter,Photo,Sophia Amuka,"In the spirit of ‘ember’, what number is this month named after? 
#ITCANBE https://t.co/nOxJJyGPL5","3,987","326,759",2.23%,89,14,21,2,0,0,52,52,24,1,22,5,0,0,0,24
06/09/2022,5:00 PM,Twitter,Photo,Sophia Amuka,"It takes all hands to plant, harvest, and feed the nation. 
Stay tuned for more
#ITCANBE​
#GoForGrowth https://t.co/ZdxOB9fB27","1,088","325,447",1.47%,16,9,1,1,0,0,5,5,1,0,3,1,0,0,0,1
06/09/2022,8:20 PM,Twitter,Photo, ,"Enitan has always wanted to be in the spotlight and has tried all she could to achieve it.
Now, this is where we come to play as her retirement partner. 
Click https://t.co/zGC6xxmdRG to get started.

#GoForAnExtraordinaryFuture
#ITCANBE https://t.co/pHKM9is7pY","1,075","327,235",2.14%,23,3,5,2,0.19%,2,11,13,3,1,6,1,0,0,0,3
05/09/2022,8:00 AM,Twitter,Photo,Sophia Amuka,"Start now! It’s not too late to finish the year stronger 💪 
#MotivationMonday
#ITCANBE https://t.co/stOuMz82A1","1,208","325,878",1.41%,17,10,2,1,0,0,4,4,3,0,1,0,0,0,0,3
05/09/2022,12:00 PM,Twitter,Photo,Sophia Amuka,"Transporting cargo is often accompanied by risks. Ensure that your shipments are secured with the #BestInsuranceDeals. 
Visit https://t.co/nftd21cjWS  to get started now.  

#GoForIt
#ITCANBE https://t.co/QK0C5o3puL",783,"325,307",0.77%,6,1,2,0,0%,0,3,3,2,0,1,0,0,0,0,2
05/09/2022,3:04 PM,Twitter,Photo, ,"N100,000 is about to drop into someone’s bank account.🕺 💃 
This too can be your case o, when you participate in the Stanbic IBTC #Reward4Saving promo.
Stay tuned to find out in two days! 😉 
#ITCANBE https://t.co/azzjjaJv5n","2,659","328,182",10.34%,275,43,18,10,0,0,204,204,31,29,108,36,0,0,0,31
05/09/2022,6:00 PM,Twitter,Photo,Sophia Amuka,"End the year strong for your business!
Take advantage of the capacity building training in partnership with Pan-Atlantic University.
Visit https://t.co/0fFzKe9zqv to get started.
#ITCANBE https://t.co/igoAnF4NVQ",770,"325,313",1.43%,11,7,1,0,0%,0,3,3,1,0,0,2,0,0,0,1
04/09/2022,10:00 AM,Twitter,Photo,Sophia Amuka,"Very soon, you will ‘catch the harmattan’ feeling.
What’s your favourite thing about harmattan? 
#ITCANBE https://t.co/pqegQsRmUn","1,886","325,424",1.48%,28,6,5,2,0,0,15,15,10,0,4,1,0,0,0,10
04/09/2022,2:00 PM,Twitter,Photo,Sophia Amuka,"You can still open a stockbroking account and become that company’s shareholder, before the year runs out. 😎 
Send an email to StartWithZero@stanbicibtc.com to begin.
#ITCANBE
#StartWithZero
#Stocks https://t.co/GLjSnvcKsR",957,"325,230",3.34%,32,2,2,0,0,0,28,28,23,1,4,0,0,0,0,23
