Date,Time,Network,Content Type,Sent by,Link,Post,Impressions,Organic Impressions,Reach,Organic Reach,Engagement Rate (per Impression),Engagement Rate (per Reach),Engagements,Reactions,Likes,Comments,Saves
11/11/2022,1:00 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/Ck0eODzr1lN/,"Don’t just work hard, work smart. Partner with the best, to reach your goal. 
Visit https://bit.ly/GoForAnExtraordinaryFuture to switch to Stanbic IBTC Pension Managers.
#ITCANBE
#GoForAnExtraordinaryFuture",768,768,685,685,2.21%,2.48%,17,15,15,2,0
11/11/2022,1:50 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck0j61cuq3_/,"We’ve come this far because of you.
✋🏾if you will be joining us to walk this year.
#Together4ALimb
#VirtualT4AL2022
#ITCANBE",970,970,895,895,1.96%,2.12%,19,17,17,2,0
11/11/2022,2:12 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck0mcDPOmh3/,"Receive payments the secure way without hassle.
Visit https://bit.ly/StanbicIBTCNIBBSNQRCode to get started.​​
#ITCANBE","1,395","1,395","1,240","1,240",1.43%,1.61%,20,18,18,2,0
11/11/2022,2:12 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck0mb4Ks67R/,"Receive payments the secure way without hassle.
Visit https://bit.ly/StanbicIBTCNIBBSNQRCode to get started.​​
#ITCANBE",67,67,56,56,4.48%,5.36%,3,2,2,1,0
11/11/2022,3:11 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck0tMg0Oo-H/,"Calling all stakeholders and companies in the energy sector.
This is an opportunity to bring to reality the mission of establishing massive energy facilities and earn returns while at it.
For more details, send an email to infrafund@stanbicibtc.com.
#ITCANBE","1,032","1,032",951,951,2.03%,2.21%,21,18,18,2,1
11/11/2022,4:10 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck0z8hBsPys/,"You really don’t need to think too hard about this. 😉 
#ITCANBE","6,528","6,528","6,168","6,168",1.56%,1.65%,102,78,78,18,6
11/11/2022,7:36 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ck1LhApD9mL/,"We told you! 😄 
Kudos to those who got the right answer
#ITCANBE","3,147","3,147","2,980","2,980",1.65%,1.74%,52,45,45,4,3
10/11/2022,10:21 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkxnTDBszm_/,"We know you can’t wait to start shopping for your favourite items at cheaper rates but please don’t get carried away.
Planning is another way to save more. 😉 
#ITCANBE",897,897,795,795,1.45%,1.64%,13,13,13,0,0
10/11/2022,12:13 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ckx0BhXM_QO/,"Manufacturing requires more than just enough capital. It calls for dedicated and trusted partners to foster production.
Let’s do this together.
Visit https://bit.ly/StanbicIBTCBCCThematicCampaign to get started now.
#GoForGrowth
#ITCANBE",734,734,642,642,2.72%,3.12%,20,20,20,0,0
10/11/2022,3:56 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkyNi4ztaAZ/,"You can plan towards the future today by setting up an Education Trust Fund to help meet your children’s needs. ​
Send an email to SITLAgency@stanbicibtc.com or call 01 270 6800 to get started.​
#ITCANBE",797,797,704,704,2.13%,2.41%,17,15,15,2,0
10/11/2022,6:21 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkyeLLuDa9w/,"#ThrowBack to #ArTX2022!
We are still in the euphoria of the creativity in our art and culture as a nation.
Truly, creativity lives here! 🙂 
#ITCANBE",791,791,617,617,2.40%,3.08%,19,19,19,0,0
10/11/2022,9:50 PM,Instagram,Carousel, ,https://www.instagram.com/p/Cky2HZUoX1f/,"We are proud to have been honoured with a meritorious award at the Chartered Institute of Stockbrokers (CIS) 30th-anniversary celebrations. The award was issued in recognition of our contribution to the growth and development of the CIS. Mr Henry Olayemi an erstwhile President of the association presented the award, acknowledging Stanbic IBTC’s invaluable support to the institute. Wole Adeniyi, Chief Executive, Stanbic IBTC Bank expressed his profound appreciation to the CIS and reiterated that Stanbic IBTC will continue to support the institute in its capacity development efforts as well as in other initiatives. 
#ITCANBE","4,529","4,529","3,702","3,702",3.73%,4.57%,169,159,159,8,2
09/11/2022,6:43 PM,Instagram,Carousel, ,https://www.instagram.com/p/Ckv75ZkIOc7/,"Go for life.
Go for a Life Insurance Plan from us. 
To learn more, visit www.stanbicibtcinsurance.com or call 01 270 6801 or email insure@stanbicibtc.com. 
#WealthWednesday
#ITCANBE","1,664","1,664","1,269","1,269",2.16%,2.84%,36,33,33,0,3
08/11/2022,10:43 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CksgIp_O50B/,"Navigate the stock market like a pro.​
Stay tuned! 😎 
#ITCANBE","1,422","1,422","1,295","1,295",1.76%,1.93%,25,21,21,4,0
08/11/2022,1:05 PM,Instagram,Photo,Sophia Amuka,https://www.instagram.com/p/CkswfMUMTFI/,"The November offer for FGN Bonds is open! 💃
Hurry now and visit the link in our bio and click 'FGN Bonds Offer' to get started.
#ITCANBE","13,694","13,694","12,574","12,574",1.75%,1.90%,239,174,174,40,25
08/11/2022,2:14 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Cks4SIGOCai/,"Your healthcare business deserves more!
With 12 months repayment period on short-term loans, you can give your healthcare business all the support it needs.
Visit https://bit.ly/StanbicIBTCHealthcareSolutions to get started.
#ITCANBE","1,092","1,092",974,974,2.38%,2.67%,26,22,22,2,2
08/11/2022,4:41 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CktJAtFsyOi/,"You heard it yourself.​
Go with an insurance partner you can trust.​
To know more about our Life Insurance offerings, visit www.stanbicibtcinsurance.com or email insure@stanbicibtc.com.​
#GoForLIfe​
#ITCANBE","1,037","1,037",914,914,1.93%,2.19%,20,19,19,1,0
08/11/2022,6:40 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CktWuQbs-a6/,"Transfers are made easy with *909# 😉 
#GoForIt​
#ITCANBE","1,404","1,404","1,280","1,280",2.56%,2.81%,36,21,21,14,1
07/11/2022,9:08 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ckpwd3DjyVs/,"Seize the day!​
Go for your goals this week, let nothing stop you.​
Type ‘YES’ if you agree.​
#PowerUpMonday​
#ITCANBE","2,208","2,208","2,036","2,036",3.03%,3.29%,67,48,48,15,4
07/11/2022,2:17 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkqT1EjMu5T/,"Dear medical practitioner, you can now access over N10m loan to grow your healthcare business.

Visit https://bit.ly/StanbicIBTCBCCThematicCampaign​ to choose Stanbic IBTC as your growth partner today
#GoForGrowth
#ITCANBE","1,224","1,224","1,095","1,095",1.72%,1.92%,21,19,19,2,0
07/11/2022,3:49 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkqeXHluQCZ/,"You are the centre of our business. 
With customised and innovative solutions, we can be your trusted partner for growth.​
Visit the link in our bio and click on 'Trusted Partner' to begin.
#GoForGrowth​
#TrustedPartner​
#ITCANBE","2,195","2,195","2,019","2,019",2.46%,2.67%,54,44,44,10,0
06/11/2022,10:44 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CknWqH2MOGC/,"One day till 70 people get rewarded for saving!​
Type ‘YES’ if you are one of them.​
#Reward4Saving​
#ITCANBE","2,717","2,717","2,514","2,514",2.76%,2.98%,75,47,47,28,0
06/11/2022,1:32 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Cknp4o0jlvL/,"Seize the opportunity today to blossom 🙂 
Enjoy special offers when you convert your existing current account to a Blue Blossom Current Account, designed for women in business. ​
Send an email to enterprisedirect@stanbicibtc.com to get started.​
#ITCANBE","2,401","2,401","2,282","2,282",1.75%,1.84%,42,30,30,11,1
06/11/2022,5:22 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkoEOywupb9/,"The satisfaction of having all your bills covered at the beginning of the month 😎 
Nothing can go wrong…. Or can it? 🤔 
Stay tuned to find out what happens to Debo.​
#ITCANBE","1,462","1,462","1,194","1,194",2.39%,2.93%,35,34,34,0,1
06/11/2022,6:23 PM,Instagram,Carousel, ,https://www.instagram.com/p/CkoLSs6uMFk/,"Hi guys, we are live at @artxlagos
Stop by as we speak on building an art collection in Africa.
#ITCANBE","1,162","1,162",951,951,1.98%,2.42%,23,23,23,0,0
06/11/2022,6:39 PM,Instagram,Carousel, ,https://www.instagram.com/p/CkoNFCmI6Cw/,"And the discussion begins with Mr Olufemi Akinsanya.
Stop by at the @artxlagos talks hall to join the conversation.
#ITCANBE","1,592","1,592","1,301","1,301",2.14%,2.61%,34,30,30,4,0
06/11/2022,8:11 PM,Instagram,Carousel, ,https://www.instagram.com/p/CkoXj5KoX05/,"What is possible in art becomes thinkable in life —Brian Eno
Thank you for joining us this year at @artxlagos
See you next year and never stop creating! 😉
#ArtX2022
#ITCANBE","2,540","2,540","1,977","1,977",2.20%,2.83%,56,46,46,9,1
05/11/2022,10:19 AM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkkvAwUs1PN/,"Have you heard that some naira notes are changing? 
Here is what you need to know about the issuance of new naira notes by the CBN. Visit https://bit.ly/StanbicIBTCOpenBranches to see a full list of branches open on Saturday for cash processing.​
#ITCANBE","2,802","2,802","2,313","2,313",2.21%,2.68%,62,57,57,1,4
05/11/2022,10:19 AM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkkvAn-thEF/,"Have you heard that some naira notes are changing? 
Here is what you need to know about the issuance of new naira notes by the CBN. Visit https://bit.ly/StanbicIBTCOpenBranches to see a full list of branches open on Saturday for cash processing.​
#ITCANBE",666,666,561,561,2.25%,2.67%,15,13,13,1,1
05/11/2022,2:14 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CklJ5Yjs6q2/,"Just our way of rewarding your commitment and loyalty to us over the years 💙 
Visit https://bit.ly/StanbicIBTCLoyaltyScheme to learn more.​​​​
#ITCANBE","1,446","1,446","1,418","1,418",2.07%,2.12%,30,21,21,8,1
05/11/2022,5:04 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkldWcwMkhu/,"You don’t want to work for other people to enjoy. So, get your health in check. ​
Get the Stanbic IBTC mobile app and log in to the @ease module to access healthcare with as low as N600 monthly.​
Visit the link in our bio and click on 'Download the Super App' to get started.
#ITCANBE","1,852","1,852","1,730","1,730",2.21%,2.37%,41,33,33,8,0
04/11/2022,5:57 AM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkhsTTwMWfT/,"#ThrowBack to when we walked #Together4ALimb in 2021.
Join us to make an impact this year
#VirtualT4AL2022
#ITCANBE","2,597","2,597","2,304","2,304",2.85%,3.21%,74,64,64,10,0
04/11/2022,11:48 AM,Instagram,Photo, ,https://www.instagram.com/p/CkiUfQ1o9bU/,"We recently co-sponsored the maiden edition of the @buyletliveofficial Stakeholder Engagement Forum (SEF) where real estate investors and industry experts converged to discuss trends, emerging challenges and opportunities in the real estate sector. Wole Adeniyi, Chief Executive Officer, Stanbic IBTC Bank also shared valuable insights on the subject, highlighting areas of opportunities and growth.
#ITCANBE","3,348","3,348","3,103","3,103",2.84%,3.06%,95,92,92,1,2
04/11/2022,12:47 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkibJSHsOIA/,"Go for seamless payments for your customers, use the Stanbic IBTC POS​
To get started, visit https://bit.ly/StanbicIBTCBankPOS​
#ITCANBE","1,400","1,400","1,309","1,309",1.43%,1.53%,20,15,15,4,1
04/11/2022,5:06 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/Cki4sY7MEI6/,"Want to take advantage of the new RSA mortgage policy?
Watch Nike Bajomo, Executive Director, Business Development, Stanbic IBTC Pension Managers, on Channels TV discussing how you can get it.
For more enquiries, send us a DM or email pensionsolution@stanbicibtc.com
#ITCANBE","8,981","8,981","8,615","8,615",3.10%,3.23%,278,234,234,21,23
03/11/2022,9:55 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/Ckfiwqwuc4g/,"Are you working on an infrastructure project? ​
Partner with us to make visions of massive proportions come to life and earn returns while at it.​
For more details, send an email to infrafund@stanbicibtc.com.
#ITCANBE​","1,597","1,597","1,507","1,507",2.07%,2.19%,33,18,18,12,3
03/11/2022,5:23 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CkgV88xonaM/,"Who are the board game pros?​
Identify yourselves 😁 
#ThrowbackThursday
#ITCANBE",871,871,795,795,2.41%,2.64%,21,18,18,3,0
02/11/2022,10:30 AM,Instagram,Photo,Damilare Oyekanmi,https://www.instagram.com/p/CkdB979OA10/,"Hands in the air to the Nigerian U17 female football team 🙌🏾
There is more to come, because Insurance covers you. 😉
Join the winning team, send an email to insure@stanbicibtc.com or call 01 270 6801 to get started with our insurance plan.

#ITCANBE
#GoForLife","2,076","2,076","1,948","1,948",2.50%,2.67%,52,46,46,5,1
02/11/2022,4:14 PM,Instagram,Carousel,Blessing Ubah,https://www.instagram.com/p/CkdpQn9IxH5/,"Investing for your future is easy with us.
If you haven’t started, what are you waiting for? 
Open a Money Market account or any of our other diverse Mutual Funds options via  https://bit.ly/StanbicIBTCAssetManagement
#WealthWednesday
#ITCANBE","2,315","2,315","1,828","1,828",2.16%,2.74%,50,41,41,4,5
02/11/2022,5:16 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkdwV5CsQ0U/,"We look forward to meeting with you at any of the locations listed on the scheduled dates. 
Make it a date with us.​

#ITCANBE","2,223","2,223","2,096","2,096",1.71%,1.81%,38,31,31,2,5
01/11/2022,9:00 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkaSyYDtZS_/,"We wish you loads of peace in this new month.​​​
Welcome to November! 💙 ​
#ITCANBE","1,980","1,980","1,818","1,818",2.17%,2.37%,43,30,30,12,1
31/10/2022,9:53 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkX0DXmu9c5/,"Do not underrate a savings habit against rainy days. ​
Start today by saving N10,000 in a new or existing Stanbic IBTC savings account or @easewallet and you might be a winner in our Reward4Saving promo.​
#WorldSavingsDay​
#Reward4Saving​
#ITCANBE","3,122","3,122","2,880","2,880",1.89%,2.05%,59,45,45,12,2
31/10/2022,1:54 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkYPojaM9T7/,"With collaboration and trusted partners, any business can reach its desired potential.
We can be your business partner at all levels.
Visit https://bit.ly/StanbicIBTCBCCThematicCampaign to choose Stanbic IBTC as your growth partner today​
#GoForGrowth​
#ITCANBE ​","1,702","1,702","1,578","1,578",2.06%,2.22%,35,23,23,10,2
31/10/2022,3:28 PM,Instagram,Video,Blessing Ubah,https://www.instagram.com/p/CkYaS30NCf_/,"ART X Lagos, The leading international art fair in West Africa, returns for its seventh edition from 4 to 6 November at The Federal Palace, Lagos. 

Immerse yourself in bold and daring artworks by over 120 artists presented by leading galleries from Africa and its Diaspora. These artists will feature alongside our specially curated projects, ART X Talks, ART X Live! and more from our spectacular programme.

Visit ARTXLAGOS.COM/TICKETS to buy your tickets and for more information.

Stanbic IBTC Pension Managers is a proud Bronze Sponsor of ART X Lagos

To experience this year's spectacular line-up, and stay tuned on all the details, follow @artxlagos and visit ARTXLAGOS.COM.

#StanbicIBTCPensionManagers 
#ARTXLagos 
#ARTX 
#2022Edition 
#TheSeventhEdition 
#GatherWithUs
#ITCANBE","1,146","1,146","1,049","1,049",2.27%,2.48%,26,14,14,10,2
31/10/2022,6:26 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkYuwrmsYN4/,"Tick your calendars! 
We go again this year.😉
#Together4ALimb
#VirtualT4AL2022
#ITCANBE","1,359","1,359","1,256","1,256",2.58%,2.79%,35,27,27,8,0
31/10/2022,6:56 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkYySxDt3L9/,"Hey guys, we are at a spot close to you! 😉
Stop by when you see us, we are ready to provide you with all the financial services you need.
#ITCANBE","2,719","2,719","2,577","2,577",1.58%,1.67%,43,34,34,8,1
30/10/2022,10:58 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkVWsh0M4GD/,"Get covered with the Stanbic IBTC Life Insurance today.​​
To get started, email insure@stanbicibtc.com or call 01 270 6801.​​
#GoForLife​ ​
#ITCANBE","1,556","1,556","1,392","1,392",2.76%,3.09%,43,29,29,11,3
30/10/2022,5:21 PM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkWChwYN3u2/,"You can now listen to #BlueTalks podcast everywhere you enjoy your podcasts. 😎 
#ITCANBE","1,268","1,268","1,148","1,148",2.44%,2.70%,31,23,23,8,0
29/10/2022,10:23 AM,Instagram,Photo,Blessing Ubah,https://www.instagram.com/p/CkSt5U3NUm-/,"To learn more about our environmental and social performance in 2022, visit the link in our bio and click on ‘Sustainability Saturday’  to read our Sustainability report.​
#SustainabilitywithStanbicIBTC​
#ITCANBE",920,920,843,843,1.85%,2.02%,17,16,16,1,0
