Date,Time,Network,Content Type,Sent by,Post,Impressions,Organic Impressions,Engagement Rate (per Impression),Engagements,Reactions,Likes,Comments,Shares,Click-Through Rate,Post Link Clicks,Post Clicks (All),Video Views,Organic Video Views,Poll Votes
13/05/2022,2:00 PM,LinkedIn,Photo,Blessing Ubah,"As the saying goes, “to accept good advice is to increase one's own ability.”- Johann Wolfgang von Goethe
Tell us the best piece of advice you’ve been given.
#ITCANBE
",422,422,2.37%,10,6,6,1,0,0.71%,3,3,0,0,0
13/05/2022,5:08 PM,LinkedIn,Photo,Blessing Ubah,"Where are the ladies at?
Make it a date with us for another edition of the Ladies at the Table Empowerment Series (LATTES) 

Visit https://lnkd.in/eFKsjdV4 to register now! 

Tell a friend to tell a friend! 

#LATTES 

#ITCANBE","1,111","1,111",5.49%,61,29,29,2,1,2.61%,29,29,0,0,0
12/05/2022,8:40 AM,LinkedIn,Photo,Blessing Ubah,"If it’s too good to be true, it usually is.
Don’t fall prey to get quick rich schemes. Be sure to place your money in safe and secure investments.
Visit www.stanbicibtcassetmanagement to see the best investment options for you.
#ITCANBE
","2,521","2,521",11.27%,284,25,25,0,2,10.19%,257,257,0,0,0
12/05/2022,1:21 PM,LinkedIn,Photo,Blessing Ubah,"Trading stocks doesn't have to be hard. 
Take the first step and we will meet you halfway. 
Send an email to StartWithZero@stanbicibtc.com to begin!
#ITCANBE
#StartWithZero
",447,447,1.79%,8,4,4,0,0,0.89%,4,4,0,0,0
12/05/2022,5:31 PM,LinkedIn,Photo,Blessing Ubah,"Solving problems comes easy to Kelvin.
Because of this, he has taken a term assurance policy from Stanbic IBTC to solve any problems in the event of any uncertainty.
Visit https://lnkd.in/d4pAYJYC to get started with yours today.
#InsuranceCoverMe
#GoForLife
#ITCANBE",365,365,1.92%,7,6,6,0,1,0%,0,0,0,0,0
11/05/2022,12:01 PM,LinkedIn,Photo,Blessing Ubah,"A boss lady is one who knows how to make her money work for her.
Stay tuned for more details 😎
@wimbiz
#ITCANBE
#GoForMore",0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/05/2022,1:24 PM,LinkedIn,Photo,Blessing Ubah,"Your healthcare business can be bigger!
Go for more when you get the medical equipment finance from Stanbic IBTC and ISN Medical.
Visit https://lnkd.in/dt-vNSKD to get started. 
#ITCANBE
",594,594,2.19%,13,6,6,1,1,0.84%,5,5,0,0,0
11/05/2022,7:13 PM,LinkedIn,Photo, ,"""Get access to redeem your Mutual Funds online by visiting any Stanbic IBTC Bank branch to complete an Online Redemption Consent Form. Send an email to mutualfunds@stanbicibtc.com or call 01 280 5595 for more information.   
#WealthWednesday  
#GoForIt   
#ITCANBE","1,262","1,262",4.83%,61,9,9,5,3,3.49%,44,44,0,0,0
10/05/2022,7:08 AM,LinkedIn,Photo,Blessing Ubah,"If you are looking to invest in low-risk investments, you should consider FGN Bonds. Let's show you how to get started.
Send an email to CallMe@stanbicibtc.com​ and we will put you through.
#ITCANBE
",519,519,1.73%,9,4,4,0,0,0.96%,5,5,0,0,0
10/05/2022,12:00 PM,LinkedIn,Photo,Blessing Ubah,"Shine your eyes! 👀 ​
We will never ask you for your BVN or banking login details over the phone or via SMS or email.​
If you suspect that your account has been compromised, please call 0700 333 3333.​
#ITCANBE
",507,507,1.38%,7,2,2,0,1,0.79%,4,4,0,0,0
10/05/2022,4:09 PM,LinkedIn,Photo,Blessing Ubah,"Know the lyrics to our ‘Insurance Cover You’ song?
Fill in the gaps!
Get a Life Insurance plan from Stanbic IBTC and get covered for life! 
Visit https://lnkd.in/d4pAYJYC  to get started.
#InsuranceCoverMe
#GoForLife
#ITCANBE
",706,706,2.27%,16,4,4,0,0,1.70%,12,12,0,0,0
10/05/2022,5:55 PM,LinkedIn,Photo,Blessing Ubah,"Raise your hand if you got the answer!
Be the real MVP by getting a Life Insurance plan from Stanbic IBTC now. 
Visit https://lnkd.in/d4pAYJYC to get started.
#InsuranceCoverMe
#GoForLife
#ITCANBE
",714,714,2.66%,19,11,11,0,0,1.12%,8,8,0,0,0
10/05/2022,6:09 PM,LinkedIn,Photo,Blessing Ubah,"You deserve a life of comfort and all you desire.
Take the first step to living your dreams.
Save the date! 

#ITCANBE
#GoForMore","1,725","1,725",1.97%,34,9,9,7,1,0.99%,17,17,0,0,0
09/05/2022,8:16 AM,LinkedIn,Photo,Blessing Ubah,"Let nothing stop you from achieving your goals this new week. #GoForIt 💪🏽 
#MondayMotivation
#ITCANBE
","1,726","1,726",3.53%,61,39,39,0,3,1.10%,19,19,0,0,0
09/05/2022,10:00 AM,LinkedIn,Video,Blessing Ubah,"Are you looking to invest in Infrastructure based investments that could give long term returns while also allowing you to help grow the economy? ​

Then visit the link below to sign up for the next Stanbic IBTC Infrastructural Fund offer coming soon.​
https://lnkd.in/dNnpNfqj

#ITCANBE​
#GoForIt​",0,0,0,0,0,0,0,0,0,0,0,0,0,0
09/05/2022,10:00 AM,LinkedIn,Video,Blessing Ubah,"Are you looking to invest in Infrastructure based investments that could give long term returns while also allowing you to help grow the economy? ​

Then, click the link below to invest in the Stanbic IBTC Infrastructure Fund.
https://lnkd.in/dNnpNfqj

#ITCANBE​
#GoForIt​",922,922,1.84%,17,5,5,0,0,1.30%,12,12,89,89,0
09/05/2022,1:05 PM,LinkedIn,Photo,Blessing Ubah,"Receive payments with no hassle!
With the NIBSS NQR code, your customers can make payments easily.
Visit any of our branches or download the NQR Merchant App to generate your unique QR Code for your business.
#ITCANBE
",472,472,2.12%,10,4,4,1,0,1.06%,5,5,0,0,0
09/05/2022,1:25 PM,LinkedIn,Photo,Sophia Amuka,"You heard right!! 
70 people are becoming N100,000 richer today!
💃🏾💃🏾💃🏾💃🏾💃🏾
Don't miss it live on Instagram Live at 2pm!

#Reward4Saving2
#ITCANBE",717,717,5.16%,37,13,13,2,0,3.07%,22,22,0,0,0
09/05/2022,4:12 PM,LinkedIn,Photo,Blessing Ubah,"Dear book lovers, we need you to recommend a book in the comment, for young entrepreneurs. 🤓 

#ITCANBE
",889,889,3.94%,35,14,14,1,1,2.14%,19,19,0,0,0
08/05/2022,8:24 AM,LinkedIn,Video,Blessing Ubah,"“If we did not receive the grant, it would have been difficult. The grant helped us get back on our feet a little earlier.”- Dr Modupe Olorunnimbe, MD/CEO, Vision  Aids Eye Clinic, a recipient of the Stanbic IBTC #RebuildingTogether grant.
At Stanbic IBTC, we are fully committed to the growth and success of businesses in Nigeria.
#ITCANBE
#LetUsRebuildTogether
","1,455","1,455",1.10%,16,9,9,0,1,0.41%,6,6,278,278,0
08/05/2022,12:00 PM,LinkedIn,Photo,Blessing Ubah,"Alert notifications please! 😎
Less than 24 hours to go for 70 people to be N100,000 richer!
Catch the Reward4Saving Season 2 promo live draw tomorrow by 2:00 pm!

#Reward4Saving2 
#GoForMore
#ITCANBE

",919,919,2.72%,25,13,13,0,0,1.31%,12,12,0,0,0
08/05/2022,5:57 PM,LinkedIn,Photo,Blessing Ubah,"Credit guarantee loan with no wahala; that is what you need to grow your business.
Take advantage of the Stanbic IBTC SME Loan today! 
Visit www.linktr.ee/StanbicIBTC and click ‘SME Loan’ to begin.
#ITCANBE
","1,053","1,053",4.18%,44,15,15,0,3,2.47%,26,26,0,0,0
07/05/2022,7:55 AM,LinkedIn,Photo,Blessing Ubah,"Sustainable Development Goal (SDG) 3 is focused on ensuring healthy living and promoting well-being for all. 
Visit https://lnkd.in/d2xJG9C and click  on ‘Sustainability Saturday’ to know more about SDG 3
#SDG3
#GoodHealthandWellbeing
#SustainabilitySaturday
#ITCANBE
",707,707,3.68%,26,10,10,0,4,1.70%,12,12,0,0,0
07/05/2022,12:16 PM,LinkedIn,Video, ,"""No matter your income level, life insurance can ensure that all your loved ones can continue to live well"" - Demola Sogunle, Chief Executive Stanbic IBTC Holdings.
Visit https://lnkd.in/d4pAYJYC to get started with a Life Insurance plan today.

#InsuranceCoverMe
#GoForLife
#ITCANBE",9,9,0%,0,0,0,0,0,0%,0,0,1,1,0
07/05/2022,12:49 PM,LinkedIn,Video, ,"""No matter your income level, life insurance can ensure that all your loved ones can continue to live well"" - Demola Sogunle, Chief Executive Stanbic IBTC Holdings
Visit https://lnkd.in/d4pAYJYC to get started with a Life Insurance plan today.
#InsuranceCoverMe
#ITCANBE","1,018","1,018",1.67%,17,8,8,0,0,0.88%,9,9,148,148,0
07/05/2022,3:30 PM,LinkedIn,Video,Blessing Ubah,"Let’s spoil you with loads of discounts. 😎 
Shop for less at our selected merchant outlets today!
Visit https://lnkd.in/d7q_SGH3 to learn more.
#ITCANBE
",571,571,0.88%,5,3,3,0,0,0.35%,2,2,50,50,0
07/05/2022,3:30 PM,LinkedIn,Photo,Blessing Ubah,"Why visit the office to access your pension certificate, when you can get it from Mypension portal.
Just visit this link to get started www.stanbicibtcpension.com.​ 
#ITCANBE
",839,839,2.62%,22,9,9,0,1,1.43%,12,12,0,0,0
07/05/2022,3:45 PM,LinkedIn,Photo,Blessing Ubah,"Excited is an understatement!
70 people will win at the Reward4Saving promo season 2 live draws and we can't keep calm, whooossh! 💃🏾💃🏾
Be sure to tune in 👍🏾👌🏾
TIME: 2pm

#Reward4Saving2 
#GoForMore
#ITCANBE

 

",591,591,2.37%,14,7,7,1,0,1.02%,6,6,0,0,0
06/05/2022,8:47 AM,LinkedIn,Photo,Blessing Ubah,"How much do you know about your business growth and personal brand?
Visit this link https://lnkd.in/d5yghMe3 to learn how to position your business for success.

#ITCANBE
",421,421,1.90%,8,5,5,0,0,0.71%,3,3,0,0,0
06/05/2022,11:08 AM,LinkedIn,Video,Blessing Ubah,"With a Stanbic IBTC Education Trust, you have the opportunity to plan for your children's education without stress.
Interested? 
Visit https://lnkd.in/dEbCA3PK to get started.
#GoForIt
#ITCANBE
",519,519,1.16%,6,2,2,0,0,0.77%,4,4,50,50,0
06/05/2022,2:00 PM,LinkedIn,Photo,Blessing Ubah,"Here is something to test your knowledge of stock and shares.
Have anymore questions on stocks? Send an email to CallMe@stanbicibtc.com
#ITCANBE
","1,015","1,015",3.74%,38,7,7,7,2,2.17%,22,22,0,0,0
06/05/2022,4:37 PM,LinkedIn,Photo, ,"Stay sharp, the streets are not smiling.​
If you suspect that your account has been compromised, please call 0700 909 909 909 or send an email to CustomerCareNigeria@stanbicibtc.com.​
#ITCANBE",567,567,4.59%,26,6,6,0,0,3.53%,20,20,0,0,0
06/05/2022,5:55 PM,LinkedIn,Photo,Blessing Ubah,"Get ready because in three days we will have the first draw for Reward4Saving promo Season 2. 😉
New winners will emerge!
Stay tuned

#Reward4Saving2 
#GoForMore
#ITCANBE",450,450,3.33%,15,3,3,0,0,2.67%,12,12,0,0,0
05/05/2022,9:16 AM,LinkedIn,Photo,Blessing Ubah,"Want to know what's happening in the stock market?  
Visit https://lnkd.in/dxc4_B4Z to view different companies’ stock analysis.
To start trading, please send an email to StartWithZero@stanbicibtc.com
#ITCANBE
",446,446,1.79%,8,1,1,0,0,1.57%,7,7,0,0,0
05/05/2022,11:00 AM,LinkedIn,Video,Blessing Ubah,"The future lies in our hands. Let us help you build a legacy that lasts.
Would you like to know more?
Visit https://lnkd.in/dEbCA3PK to get started.
#GoForIt
#ITCANBE
",813,813,1.72%,14,6,6,0,0,0.98%,8,8,89,89,0
05/05/2022,2:07 PM,LinkedIn,Video,Blessing Ubah,"Did you miss the first Stanbic IBTC Infrastructure Fund offer? 
Not to worry, send an email to SIIFinvestor-relations@stanbicibtc.com for details on the Tranche 2 offer. 
#ITCANBE
#GoForIt
",633,633,2.21%,14,7,7,0,1,0.95%,6,6,69,69,0
05/05/2022,4:15 PM,LinkedIn,Photo,Blessing Ubah,"That sure guy at your beck and call.😎 
No need to visit the bank branch for your transactions.
Our Mobile App, Internet Banking and *909# are available for your use 24/7.
#ITCANBE
",642,642,4.21%,27,19,19,1,2,0.78%,5,5,0,0,0
04/05/2022,1:50 PM,LinkedIn,Photo, ,"On a scale of 1 to 10, how happy are you to be back to work? 😭
#ITCANBE",852,852,3.40%,29,13,13,0,0,1.88%,16,16,0,0,0
04/05/2022,4:00 PM,LinkedIn,Photo,Blessing Ubah,"Enjoy your freedom with the Stanbic IBTC pension plan when you #retirewell. 
Visit www.stanbicibtcpension.com now to get started on the pension plan that guarantees a memorable future.
#WealthWednesday
#GoForIt
#ITCANBE
",283,283,1.41%,4,1,1,0,0,1.06%,3,3,0,0,0
04/05/2022,5:01 PM,LinkedIn,Photo,Blessing Ubah,"Get your pension certificate at the click of a button. 
Visit your App Store right away to download the Super App!​
#ITCANBE
",282,282,2.84%,8,3,3,0,0,1.77%,5,5,0,0,0
04/05/2022,6:05 PM,LinkedIn,Photo,Blessing Ubah,"“I will be a landlord one day”– if you believe say Amen.
Let Stanbic IBTC make your dream come true with our Home Loan.
Visit this link https://lnkd.in/dvu24g-a to get started.
#ITCANBE
",709,709,4.09%,29,10,10,0,1,2.54%,18,18,0,0,0
04/05/2022,7:51 PM,LinkedIn,Photo,Blessing Ubah,"Don’t let finance stop you from delivering top-notch medical services. 
Get the Stanbic IBTC Healthcare Support Scheme to scale your business. 
Visit https://lnkd.in/dt-vNSKD to get started.
#ITCANBE
",465,465,2.80%,13,9,9,0,0,0.86%,4,4,0,0,0
03/05/2022,6:41 AM,LinkedIn,Photo,Blessing Ubah,"Wishing you a joyful celebration! 
Watch as all your prayers and sacrifices made, bring blessings to you and yours.
#ITCANBE",0,0,0,0,0,0,0,0,0,0,0,0,0,0
03/05/2022,1:00 PM,LinkedIn,Photo,Blessing Ubah,"Today, we join the world in calling for the freedom of expression and the safety of journalists.
#WorldPressFreedomDay2022
#ITCANBE
",419,419,2.39%,10,7,7,0,0,0.72%,3,3,0,0,0
03/05/2022,1:20 PM,LinkedIn,Video,Blessing Ubah,"Invest in the Stanbic IBTC Infrastructure Fund today for long-term returns 
Visit https://lnkd.in/dkaEVgMZ to begin.
#ITCANBE
","1,170","1,170",2.74%,32,7,7,0,1,2.05%,24,24,214,214,0
03/05/2022,3:46 PM,LinkedIn,Photo,Blessing Ubah,"Level up your business with a free SME training from Fate Foundation in partnership with Stanbic IBTC.
Visit https://lnkd.in/dEnpaFU  to register now.
#ITCANBE
",969,969,4.44%,43,18,18,2,2,2.17%,21,21,0,0,0
03/05/2022,5:51 PM,LinkedIn,Photo,Blessing Ubah,"You have the stage, what topic would it be? 
#ITCANBE
",774,774,4.26%,33,11,11,7,0,1.94%,15,15,0,0,0
02/05/2022,8:38 AM,LinkedIn,Photo,Blessing Ubah,"A new week is upon us, let’s go through it with positivity. 💙 
#MondayMotivation
#ITCANBE
","1,228","1,228",4.48%,55,28,28,0,0,2.20%,27,27,0,0,0
02/05/2022,9:51 AM,LinkedIn,Video, ,"Wishing you a joyful celebration! 🤗
Watch as all your prayers and sacrifices made, bring blessings to you and yours.
#EidMubarak2022
#ITCANBE ","1,057","1,057",1.14%,12,4,4,0,2,0.57%,6,6,127,127,0
02/05/2022,12:31 PM,LinkedIn,Photo,Blessing Ubah,"The Good Life Pose!
Want that confidence too? 
Get a Life Insurance plan from Stanbic IBTC today!
To get started, visit https://lnkd.in/d4pAYJYC.
#InsuranceCoverMe
#GoForLife
#ITCANBE
",499,499,3.01%,15,8,8,0,0,1.40%,7,7,0,0,0
02/05/2022,2:55 PM,LinkedIn,Video, ,"The future lies in our hands. 
Let us help you build a legacy that lasts. 
Would you like to know more? 
Visit https://lnkd.in/dEbCA3PK to get started. #GoForIt 
#ITCANBE ",390,390,3.33%,13,10,10,0,0,0.77%,3,3,12,12,0
02/05/2022,4:14 PM,LinkedIn,Photo,Blessing Ubah,"Your retirement depends on the plans you set in motion today, visit www.stanbicibtcpension.com to begin now.
#ITCANBE
",547,547,3.11%,17,11,11,0,1,0.91%,5,5,0,0,0
02/05/2022,4:24 PM,LinkedIn,Video, ,"The future lies in our hands. Let us help you build a legacy that lasts. Would you like to know more? 
Visit https://lnkd.in/dEbCA3PK to get started. 
#GoForIt 
#ITCANBE ",452,452,4.20%,19,4,4,0,0,3.32%,15,15,13,13,0
01/05/2022,8:00 AM,LinkedIn,Video,Blessing Ubah,"Welcome to May!
We wish you this and even much more in this new month. 🤗 
#ITCANBE
",783,783,1.53%,12,7,7,0,0,0.64%,5,5,78,78,0
01/05/2022,9:00 AM,LinkedIn,Video,Blessing Ubah,"We raise our glasses today for workers all over the world. Well-done for all your hard work.🥂
Tag a worker you know and celebrate them.
#WorkersDay2022
#ITCANBE",769,769,1.95%,15,9,9,0,0,0.78%,6,6,88,88,0
01/05/2022,2:01 PM,LinkedIn,Video,Blessing Ubah,"“The grant was a lot of relief for us. It has helped us to rebuild our business.”- Lucky Uduikhue, Founder, Datapoint Microsystems Ltd., a recipient of the Stanbic IBTC #RebuildingTogether grant.

With Stanbic IBTC, going for more is possible!
#ITCANBE
#LetUsRebuildTogether
","1,870","1,870",1.66%,31,16,16,1,0,0.75%,14,14,396,396,0
01/05/2022,2:57 PM,LinkedIn,Photo, ,"Do you know anyone that falls into these categories? 😂
#WorkersDay2022
#itcanbe ","10,438","10,438",59.73%,"6,235",133,133,10,3,58.33%,"6,089","6,089",0,0,0
30/04/2022,11:41 AM,LinkedIn,Photo,Blessing Ubah,"Sustainable Development Goal (SDG) 3 is focused on ensuring healthy living and promoting well-being for all. 
Visit https://lnkd.in/d2xJG9C and click  on ‘Sustainability Saturday’ to know more about SDG 3
#SDG3
#GoodHealthandWellbeing
#SustainabilitySaturday
#ITCANBE



",238,238,4.20%,10,9,9,0,0,0.42%,1,1,0,0,0
30/04/2022,12:50 PM,LinkedIn,Photo,Blessing Ubah,"Did someone say long weekend? That’s right! 💃🏽 🕺🏽 
While you enjoy the holiday, make sure to use the smart code to carry out transactions and pay bills anytime.
#ITCANBE
",397,397,6.55%,26,10,10,2,1,3.27%,13,13,0,0,0
30/04/2022,3:49 PM,LinkedIn,Video,Blessing Ubah,"Enjoy discounts from a range of our selected stores today!
Visit https://lnkd.in/d7q_SGH3 to learn more.
#ITCANBE
",265,265,4.91%,13,10,10,0,1,0.75%,2,2,"9,238","9,238",0
29/04/2022,9:08 AM,LinkedIn,Photo,Blessing Ubah,"Why stress yourself, when retirement has been made seamless? 😉 
Visit www.stanbicibtcpension.com to get started.
#ITCANBE
",763,763,3.54%,27,9,9,2,2,1.83%,14,14,0,0,0
29/04/2022,12:05 PM,LinkedIn,Photo, ,"We are pleased to announce the 2021 Scholarship Beneficiaries! Congratulations to you all. 
Your dreams are valid, so #GoForIt
#UniversityScholarship
#ITCANBE
",0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2022,12:26 PM,LinkedIn,Photo,Blessing Ubah,"Investing can seem difficult, especially if you don’t know how or what to invest in. 
Let us help you on this journey. 
Visit https://lnkd.in/g96KN9M to choose a plan that works for you.
#InvestBeta
#ITCANBE
",477,477,3.56%,17,7,7,0,0,2.10%,10,10,0,0,0
29/04/2022,2:01 PM,LinkedIn,Photo,Blessing Ubah,"Be intentional with your finances this quarter.
Got more tips? Share with us.
#PersonalFinanceTip
#ITCANBE
",365,365,3.01%,11,7,7,0,0,1.10%,4,4,0,0,0
29/04/2022,3:45 PM,LinkedIn,Photo, ,"We are pleased to announce the 2021 Scholarship Beneficiaries! 
Congratulations to you all. 
Your dreams are valid, so #GoForIt
#UniversityScholarship
#ITCANBE","9,178","9,178",34.57%,"3,173",165,165,15,6,32.55%,"2,987","2,987",0,0,0
29/04/2022,4:00 PM,LinkedIn,Photo,Blessing Ubah,"Not sure what business decisions to make that would accelerate growth?
Then visit https://lnkd.in/d5yghMe3 to learn from the experts.
#ITCANBE
",297,297,1.68%,5,3,3,0,0,0.67%,2,2,0,0,0
28/04/2022,8:48 AM,LinkedIn,Photo,Blessing Ubah,"We owe this to you!
We are glad to have emerged the Sustainability Bank of the Year at the Industry Awards 2021.
Thank you for trusting us as your financial partner.
Here is to more laurels 🥂

#ITCANBE","1,982","1,982",5.60%,111,79,79,1,0,1.56%,31,31,0,0,0
